Категория;URL категории;Товар;Вариант;Описание;Цена;URL;Изображение;Артикул;Количество;Активность;Заголовок [SEO];Ключевые слова [SEO];Описание [SEO];Старая цена;Рекомендуемый;Новый;Сортировка;Вес;Связанные артикулы;Смежные категории;Ссылка на товар;Валюта;Свойства;id
Межкомнатные двери/Verto/Стандарт;mezhkomnatnye-dveri-vinnica/verto/standart;Дверне полотно Стандарт 2Б;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна: стабилизирующий сотовый наполнитель или трубчатое ДСП заполнение.</li>  <li>Рама вместе с наполнителем оклеена с двух сторон плитами ХДФ.</li>  <li>Оба торца полотна и верх оклеены кромочной лентой под цвет полотна.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Simplex», «VERTO-CELL», «UNI-MAT».</li>  <li>Рамка по периметру остекления (МДФ) оклеена под цвет полотна.</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li>  <li>Все модели могут быть исполнены под раздвижную систему – без фурнитуры и четверти, нижний торец фрезирован под направляющий элемент, крепящийся к полу.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno standart 2b;Стандарт-2б-1-350x350.png[:param:][alt=Дверне полотно Стандарт 2Б][title=Дверне полотно Стандарт 2Б];;-1;1;Межкомнатные двери Verto Стандарт Дверне полотно Стандарт 2Б;Межкомнатные двери Verto Стандарт модель Стандарт 2Б купить, Межкомнатные, двери, Verto, Стандарт, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Стандарт модель Стандарт 2Б;;0;0;3857;15;;;;UAH;;3845
Межкомнатные двери/Verto/Стандарт;mezhkomnatnye-dveri-vinnica/verto/standart;Дверне полотно Стандарт 3.0;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна: стабилизирующий сотовый наполнитель или трубчатое ДСП заполнение.</li>  <li>Рама вместе с наполнителем оклеена с двух сторон плитами ХДФ.</li>  <li>Оба торца полотна и верх оклеены кромочной лентой под цвет полотна.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Simplex», «VERTO-CELL», «UNI-MAT».</li>  <li>Рамка по периметру остекления (МДФ) оклеена под цвет полотна.</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li>  <li>Все модели могут быть исполнены под раздвижную систему – без фурнитуры и четверти, нижний торец фрезерован под направляющий элемент, крепящийся к полу.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno standart 3.0;Стандарт-30-350x350.png[:param:][alt=Дверне полотно Стандарт 3.0][title=Дверне полотно Стандарт 3.0];;-1;1;Межкомнатные двери Verto Стандарт Дверне полотно Стандарт 3.0;Межкомнатные двери Verto Стандарт модель Стандарт 3.0 купить, Межкомнатные, двери, Verto, Стандарт, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Стандарт модель Стандарт 3.0;;0;0;3858;15;;;;UAH;;3845
Межкомнатные двери/Verto/Стандарт;mezhkomnatnye-dveri-vinnica/verto/standart;Дверне полотно Стандарт 3.1;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна: стабилизирующий сотовый наполнитель или трубчатое ДСП заполнение.</li>  <li>Рама вместе с наполнителем оклеена с двух сторон плитами ХДФ.</li>  <li>Оба торца полотна и верх оклеены кромочной лентой под цвет полотна.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Simplex», «VERTO-CELL», «UNI-MAT».</li>  <li>Рамка по периметру остекления (МДФ) оклеена под цвет полотна.</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li>  <li>Все модели могут быть исполнены под раздвижную систему – без фурнитуры и четверти, нижний торец фрезерован под направляющий элемент, крепящийся к полу.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno standart 3.1;Стандарт-31-350x350.png[:param:][alt=Дверне полотно Стандарт 3.1][title=Дверне полотно Стандарт 3.1];;-1;1;Межкомнатные двери Verto Стандарт Дверне полотно Стандарт 3.1;Межкомнатные двери Verto Стандарт модель Стандарт 3.1 купить, Межкомнатные, двери, Verto, Стандарт, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Стандарт модель Стандарт 3.1;;0;0;3859;15;;;;UAH;;3845
Межкомнатные двери/Verto/Стандарт;mezhkomnatnye-dveri-vinnica/verto/standart;Дверне полотно Стандарт 4.0;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна: стабилизирующий сотовый наполнитель или трубчатое ДСП заполнение.</li>  <li>Рама вместе с наполнителем оклеена с двух сторон плитами ХДФ.</li>  <li>Оба торца полотна и верх оклеены кромочной лентой под цвет полотна.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием«Simplex», «VERTO-CELL», «UNI-MAT».</li>  <li>Рамка по периметру остекления (МДФ) оклеена под цвет полотна.</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li>  <li>Все модели могут быть исполнены под раздвижную систему – без фурнитуры и четверти, нижний торец фрезерован под направляющий элемент, крепящийся к полу.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno standart 4.0;Стандарт-40-350x350.png[:param:][alt=Дверне полотно Стандарт 4.0][title=Дверне полотно Стандарт 4.0];;-1;1;Межкомнатные двери Verto Стандарт Дверне полотно Стандарт 4.0;Межкомнатные двери Verto Стандарт модель Стандарт 4.0 купить, Межкомнатные, двери, Verto, Стандарт, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Стандарт модель Стандарт 4.0;;0;0;3860;15;;;;UAH;;3845
Межкомнатные двери/Verto/Стандарт;mezhkomnatnye-dveri-vinnica/verto/standart;Дверне полотно Стандарт 4.1;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна: стабилизирующий сотовый наполнитель или трубчатое ДСП заполнение.</li>  <li>Рама вместе с наполнителем оклеена с двух сторон плитами ХДФ.</li>  <li>Оба торца полотна и верх оклеены кромочной лентой под цвет полотна.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Simplex», «VERTO-CELL», «UNI-MAT».</li>  <li>Рамка по периметру остекления (МДФ) оклеена под цвет полотна.</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li>  <li>Все модели могут быть исполнены под раздвижную систему – без фурнитуры и четверти, нижний торец фрезерован под направляющий элемент, крепящийся к полу.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno standart 4.1;Стандарт-41-350x350.png[:param:][alt=Дверне полотно Стандарт 4.1][title=Дверне полотно Стандарт 4.1];;-1;1;Межкомнатные двери Verto Стандарт Дверне полотно Стандарт 4.1;Межкомнатные двери Verto Стандарт модель Стандарт 4.1 купить, Межкомнатные, двери, Verto, Стандарт, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Стандарт модель Стандарт 4.1;;0;0;3861;15;;;;UAH;;3845
Межкомнатные двери/Verto/Стандарт;mezhkomnatnye-dveri-vinnica/verto/standart;Дверне полотно Стандарт 4.2;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна: стабилизирующий сотовый наполнитель или трубчатое ДСП заполнение.</li>  <li>Рама вместе с наполнителем оклеена с двух сторон плитами ХДФ.</li>  <li>Оба торца полотна и верх оклеены кромочной лентой под цвет полотна.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Simplex», «VERTO-CELL», «UNI-MAT».</li>  <li>Рамка по периметру остекления (МДФ) оклеена под цвет полотна.</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li>  <li>Все модели могут быть исполнены под раздвижную систему – без фурнитуры и четверти, нижний торец фрезерован под направляющий элемент, крепящийся к полу.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno standart 4.2;Стандарт-42-350x350.png[:param:][alt=Дверне полотно Стандарт 4.2][title=Дверне полотно Стандарт 4.2];;-1;1;Межкомнатные двери Verto Стандарт Дверне полотно Стандарт 4.2;Межкомнатные двери Verto Стандарт модель Стандарт 4.2 купить, Межкомнатные, двери, Verto, Стандарт, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Стандарт модель Стандарт 4.2;;0;0;3862;15;;;;UAH;;3845
Межкомнатные двери/Verto/Купава;mezhkomnatnye-dveri-vinnica/verto/kupava;Дверне полотно Купава 3.0;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна: стабилизирующий сотовый наполнитель или трубчатое ДСП заполнение.</li>  <li>Рама вместе с наполнителем оклеена с двух сторон плитами ХДФ.</li>  <li>Оба торца полотна и верх оклеены кромочной лентой под цвет полотна.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «SIMPLEX», «Verto-CELL» или «UNI-MAT».</li>  <li>Рамка по периметру остекления (МДФ) оклеена под цвет полотна.</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li>  <li>Все модели могут быть исполнены под раздвижную систему – без фурнитуры и четверти, нижний торец фрезирован под направляющий элемент, крепящийся к полу.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno kupava 3.0;Купава-30-350x350.png[:param:][alt=Дверне полотно Купава 3.0][title=Дверне полотно Купава 3.0];;-1;1;Межкомнатные двери Verto Купава Дверне полотно Купава 3.0;Межкомнатные двери Verto Купава модель Купава 3.0 купить, Межкомнатные, двери, Verto, Купава, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Купава модель Купава 3.0;;0;0;3863;15;;;;UAH;;3845
Межкомнатные двери/Verto/Купава;mezhkomnatnye-dveri-vinnica/verto/kupava;Дверне полотно Купава 3.1;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна: стабилизирующий сотовый наполнитель или трубчатое ДСП заполнение.</li>  <li>Рама вместе с наполнителем оклеена с двух сторон плитами ХДФ.</li>  <li>Оба торца полотна и верх оклеены кромочной лентой под цвет полотна.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «SIMPLEX», «Verto-CELL» или «UNI-MAT».</li>  <li>Рамка по периметру остекления (МДФ) оклеена под цвет полотна.</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li>  <li>Все модели могут быть исполнены под раздвижную систему – без фурнитуры и четверти, нижний торец фрезирован под направляющий элемент, крепящийся к полу.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno kupava 3.1;Купава-31-350x350.png[:param:][alt=Дверне полотно Купава 3.1][title=Дверне полотно Купава 3.1];;-1;1;Межкомнатные двери Verto Купава Дверне полотно Купава 3.1;Межкомнатные двери Verto Купава модель Купава 3.1 купить, Межкомнатные, двери, Verto, Купава, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Купава модель Купава 3.1;;0;0;3864;15;;;;UAH;;3845
Межкомнатные двери/Verto/Купава;mezhkomnatnye-dveri-vinnica/verto/kupava;Дверне полотно Купава 4.0;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна: стабилизирующий сотовый наполнитель или трубчатое ДСП заполнение.</li>  <li>Рама вместе с наполнителем оклеена с двух сторон плитами ХДФ.</li>  <li>Оба торца полотна и верх оклеены кромочной лентой под цвет полотна.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «SIMPLEX», «Verto-CELL» или «UNI-MAT».</li>  <li>Рамка по периметру остекления (МДФ) оклеена под цвет полотна.</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li>  <li>Все модели могут быть исполнены под раздвижную систему – без фурнитуры и четверти, нижний торец фрезирован под направляющий элемент, крепящийся к полу.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno kupava 4.0;Купава-40-1-350x350.png[:param:][alt=Дверне полотно Купава 4.0][title=Дверне полотно Купава 4.0];;-1;1;Межкомнатные двери Verto Купава Дверне полотно Купава 4.0;Межкомнатные двери Verto Купава модель Купава 4.0 купить, Межкомнатные, двери, Verto, Купава, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Купава модель Купава 4.0;;0;0;3865;15;;;;UAH;;3845
Межкомнатные двери/Verto/Купава;mezhkomnatnye-dveri-vinnica/verto/kupava;Дверне полотно Купава 4.1;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна: стабилизирующий сотовый наполнитель или трубчатое ДСП заполнение.</li>  <li>Рама вместе с наполнителем оклеена с двух сторон плитами ХДФ.</li>  <li>Оба торца полотна и верх оклеены кромочной лентой под цвет полотна.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «SIMPLEX», «Verto-CELL» или «UNI-MAT» &nbsp.</li>  <li>Рамка по периметру остекления (МДФ) оклеена под цвет полотна.</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li>  <li>Все модели могут быть исполнены под раздвижную систему – без фурнитуры и четверти, нижний торец фрезирован под направляющий элемент, крепящийся к полу.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno kupava 4.1;Купава-41-350x350.png[:param:][alt=Дверне полотно Купава 4.1][title=Дверне полотно Купава 4.1];;-1;1;Межкомнатные двери Verto Купава Дверне полотно Купава 4.1;Межкомнатные двери Verto Купава модель Купава 4.1 купить, Межкомнатные, двери, Verto, Купава, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Купава модель Купава 4.1;;0;0;3866;15;;;;UAH;;3845
